State,Year,(R01) Total Revenue,(E001) Total Expenditure,(E065) Total Highways-Dir Exp,(E066) Total Highways-Cur Op,(E067) Total Highways-Cap Out,(E068) Regular Hwy-Direct Exp,(E069) Regular Hwy-Cur Oper (E44),(E070) Regular Hwy-Cap Outlay,(E071) Toll Hwy-Total Expend,(E072) Toll Hwy-Current Oper (E45),(E073) Toll Hwy-Cap Outlay
Nebraska,2006,11646,10497,753,261,492,753,261,492,0,0,0
Nebraska,2007,12073,11103,668,259,409,668,259,409,0,0,0
Nebraska,2008,10837,11170,719,296,423,719,296,423,0,0,0
Nebraska,2009,9995,11869,797,309,488,795,308,488,2,2,0
Nebraska,2010,12363,11867,757,312,445,756,312,445,0,0,0
Nebraska,2011,12938,11538,680,292,388,678,290,388,2,2,0
Nebraska,2012,11783,11629,703,277,426,702,276,426,1,0,0
Nebraska,2013,12639,11527,741,272,470,741,271,470,0,0,0
Nebraska,2014,13139,11521,708,280,428,707,280,427,0,0,0
Nebraska,2015,12606,12180,792,305,486,791,305,486,1,0,0
Nebraska,2016,12220,12363,852,318,534,850,316,534,2,2,0
Nebraska,2017,12793,12075,821,388,433,820,388,433,1,0,0
Nevada,1977,7176,6504,641,291,351,641,291,351,0,0,0
Nevada,1978,7549,6669,705,277,428,705,277,428,0,0,0
Nevada,1979,7399,6602,671,274,397,671,274,397,0,0,0
Nevada,1980,6888,6678,691,238,453,691,238,453,0,0,0
Nevada,1981,6594,6356,640,231,409,640,231,409,0,0,0
Nevada,1982,6688,6248,499,216,283,499,216,283,0,0,0
Nevada,1983,6987,6907,601,226,375,601,226,375,0,0,0
Nevada,1984,6947,6540,561,220,341,561,220,341,0,0,0
Nevada,1985,7223,6616,622,218,405,622,218,405,0,0,0
Nevada,1986,7932,6955,635,225,410,635,225,410,0,0,0
Nevada,1987,7834,7054,595,214,381,595,214,381,0,0,0
Nevada,1988,7401,7009,566,175,391,566,175,391,0,0,0
Nevada,1989,7552,7044,576,190,386,576,190,386,0,0,0
Nevada,1990,7827,7417,684,185,499,684,185,499,0,0,0
Nevada,1991,7687,8112,545,181,364,545,181,364,0,0,0
Nevada,1992,7841,8259,567,179,387,567,179,387,0,0,0
Nevada,1993,8059,8036,610,188,422,610,188,422,0,0,0
Nevada,1994,7996,8059,654,174,480,654,174,480,0,0,0
Nevada,1995,8375,7664,648,169,479,648,169,479,0,0,0
Nevada,1996,8554,7455,639,169,471,639,169,471,0,0,0
Nevada,1997,8749,7996,592,175,418,592,175,418,0,0,0
Nevada,1998,9070,7933,653,218,434,653,218,434,0,0,0
Nevada,1999,8913,8249,729,221,508,729,221,508,0,0,0
Nevada,2000,8380,7918,794,227,568,794,227,568,0,0,0
Nevada,2002,8029,8757,797,342,455,797,342,455,0,0,0
Nevada,2004,9344,8889,785,329,456,785,329,456,0,0,0
Nevada,2005,9781,8982,803,325,478,803,325,478,0,0,0
Nevada,2006,9815,9043,706,312,394,706,312,394,0,0,0
Nevada,2007,10544,9094,813,317,496,813,317,496,0,0,0
Nevada,2008,8577,9205,622,283,339,622,283,339,0,0,0
Nevada,2009,7211,9565,729,287,442,729,287,442,0,0,0
Nevada,2010,9500,9923,605,252,353,605,252,353,0,0,0
Nevada,2011,10422,9369,564,220,344,564,220,344,0,0,0
Nevada,2012,8767,8918,654,228,427,654,228,427,0,0,0
Nevada,2013,9698,8355,536,220,316,536,220,316,0,0,0
Nevada,2014,10147,8185,456,223,233,456,223,233,0,0,0
Nevada,2015,9130,8608,512,233,280,512,233,280,0,0,0
Nevada,2016,9190,8584,500,252,248,500,252,248,0,0,0
Nevada,2017,10804,8786,684,270,414,684,270,414,0,0,0
Arizona,1977,6040,5961,482,177,305,482,177,305,0,0,0
Arizona,1978,6258,5968,489,171,318,489,171,318,0,0,0
Arizona,1979,6312,6003,483,159,324,483,159,324,0,0,0
Arizona,1980,6075,5786,464,147,317,464,147,317,0,0,0
Arizona,1981,5770,5764,450,154,295,450,154,295,0,0,0
Arizona,1982,5713,5642,399,145,254,399,145,254,0,0,0
Arizona,1983,6122,6055,375,155,221,375,155,221,0,0,0
Arizona,1984,6263,6037,455,162,293,455,162,293,0,0,0
Arizona,1985,6760,6416,554,169,385,554,169,385,0,0,0
Arizona,1986,7371,6957,617,179,438,617,179,438,0,0,0
Arizona,1987,7399,7316,804,218,585,804,218,585,0,0,0
Arizona,1988,7123,7360,714,174,540,714,174,540,0,0,0
Arizona,1989,7376,7467,744,196,548,744,196,548,0,0,0
Arizona,1990,7587,7884,870,201,669,870,201,669,0,0,0
Arizona,1991,7338,7254,595,181,414,595,181,414,0,0,0
Arizona,1992,7246,7248,504,169,335,504,169,335,0,0,0
Arizona,1993,7414,7062,413,177,236,413,177,236,0,0,0
Arizona,1994,7380,6945,424,192,232,424,192,232,0,0,0
Arizona,1995,7371,6851,374,187,187,374,187,187,0,0,0
Arizona,1996,7080,6821,423,189,234,423,189,234,0,0,0
Arizona,1997,7186,6820,404,191,213,404,191,213,0,0,0
Arizona,1998,8043,6830,401,169,232,401,169,232,0,0,0
Arizona,1999,7531,7047,509,187,322,509,187,322,0,0,0
Arizona,2000,7662,7528,540,223,317,540,223,317,0,0,0
Arizona,2002,7596,8045,483,217,266,483,217,266,0,0,0
Arizona,2004,8813,8282,477,198,278,477,198,278,0,0,0
Arizona,2005,8825,8481,445,203,242,445,203,242,0,0,0
Arizona,2006,9450,8635,497,222,276,497,222,276,0,0,0
Arizona,2007,9822,9034,518,226,292,518,226,292,0,0,0
Arizona,2008,8540,9496,544,219,325,544,219,325,0,0,0
Arizona,2009,7668,9710,543,200,342,543,200,342,0,0,0
Arizona,2010,9491,9374,464,163,301,464,163,301,0,0,0
Arizona,2011,9863,8850,418,164,254,418,164,254,0,0,0
Arizona,2012,8423,8321,380,152,227,380,152,227,0,0,0
Arizona,2013,9130,8275,360,149,211,360,149,211,0,0,0
Arizona,2014,9216,8218,315,144,170,315,144,170,0,0,0
Arizona,2015,8490,8371,330,155,175,330,155,175,0,0,0
Arizona,2016,8678,8679,361,163,198,361,163,198,0,0,0
Arizona,2017,9347,8537,357,161,196,357,161,196,0,0,0
New Hampshire,1977,4964,5083,699,348,351,634,331,303,65,17,48
New Hampshire,1978,5017,4739,632,324,308,577,305,273,54,20,35
New Hampshire,1979,4980,4617,590,321,269,527,307,219,63,14,49
New Hampshire,1980,4702,4533,569,301,268,505,288,217,64,14,50
New Hampshire,1981,4492,4568,500,297,203,456,283,173,44,14,30
New Hampshire,1982,4667,4606,484,313,170,462,300,161,22,13,9
New Hampshire,1983,4881,4817,528,309,220,502,295,207,26,13,13
New Hampshire,1984,4997,4605,511,297,214,489,284,205,22,13,8
New Hampshire,1985,5175,4637,517,281,236,495,268,227,22,13,9
New Hampshire,1986,5460,5029,522,327,196,500,312,188,22,15,7
New Hampshire,1987,5777,5364,565,337,227,519,320,199,46,17,29
New Hampshire,1988,5765,5540,577,287,291,516,264,252,61,23,38
New Hampshire,1989,5875,5956,564,294,270,476,277,199,88,17,71
New Hampshire,1990,5908,6147,549,297,252,475,277,198,74,20,54
New Hampshire,1991,6271,6195,458,289,169,429,266,163,29,23,6
New Hampshire,1992,7250,7834,440,277,163,409,257,152,31,20,11
New Hampshire,1993,7088,6956,461,288,173,435,268,167,26,20,6
New Hampshire,1994,7159,7068,443,269,175,420,249,171,24,20,4
New Hampshire,1995,7223,6883,421,279,142,394,256,138,27,23,4
New Hampshire,1996,7432,6905,443,301,142,419,281,138,24,20,3
New Hampshire,1997,7301,7014,530,340,190,474,313,161,56,27,29
New Hampshire,1998,7697,7024,539,339,200,481,313,168,58,26,32
New Hampshire,1999,7771,7092,551,344,208,487,317,170,65,27,38
New Hampshire,2000,7977,7144,538,341,197,512,319,193,26,21,5
New Hampshire,2002,7224,7586,541,337,205,514,316,199,27,21,6
New Hampshire,2004,8323,8278,528,349,178,480,319,161,48,31,17
New Hampshire,2005,8613,8389,517,344,173,473,312,161,44,32,12
New Hampshire,2006,8716,8389,576,369,207,529,333,195,48,36,12
New Hampshire,2007,9330,8475,559,372,187,516,341,175,43,31,12
New Hampshire,2008,8359,8620,560,378,182,515,349,167,45,29,16
New Hampshire,2009,7919,9171,592,376,215,541,351,190,51,26,25
New Hampshire,2010,9886,9766,646,371,275,562,351,211,85,21,64
New Hampshire,2011,10040,9629,632,370,262,557,349,208,75,22,53
New Hampshire,2012,8782,9171,599,360,239,531,340,191,68,20,48
New Hampshire,2013,9517,8985,617,357,260,528,333,195,90,24,66
New Hampshire,2014,9708,8887,611,383,228,539,356,182,72,26,46
New Hampshire,2015,9617,9192,581,379,202,528,353,175,53,26,27
New Hampshire,2016,9622,9576,544,331,212,482,307,174,62,24,38
New Hampshire,2017,10403,9353,561,330,231,503,302,201,58,27,31
New Jersey,1977,6635,6306,306,196,111,264,159,105,42,37,6
New Jersey,1978,6430,5962,296,189,107,253,152,101,43,36,6
New Jersey,1979,6150,5936,329,189,140,283,152,131,46,36,10
New Jersey,1980,5869,5627,315,174,141,271,138,134,43,36,8
New Jersey,1981,5872,5831,286,164,123,243,129,114,44,35,9
New Jersey,1982,5990,5750,330,163,166,281,129,153,49,35,14
New Jersey,1983,6346,5910,337,175,162,281,131,150,56,44,12
New Jersey,1984,6895,6134,337,175,163,285,128,157,52,46,6
New Jersey,1985,7135,6428,413,180,232,346,131,214,67,49,18
New Jersey,1986,7610,7079,522,187,335,450,133,317,72,54,18
New Jersey,1987,8154,7417,514,189,325,416,133,282,98,55,43
New Jersey,1988,8365,7689,579,196,383,447,137,310,132,59,73
New Jersey,1989,8505,8059,536,198,339,452,136,316,84,62,23
New Jersey,1990,8477,8185,482,191,291,381,130,251,101,61,40
New Jersey,1991,8759,8343,472,190,282,386,126,260,86,64,22
New Jersey,1992,9585,9438,573,199,374,472,135,338,101,64,36
New Jersey,1993,9503,9034,488,187,300,384,119,265,104,68,35
New Jersey,1994,9426,9066,504,196,309,383,124,259,122,72,50
New Jersey,1995,9863,9768,560,196,364,438,123,315,122,73,49
New Jersey,1996,10287,9399,494,211,282,394,141,253,100,71,30
New Jersey,1997,9950,8900,458,202,256,375,138,237,83,64,19
New Jersey,1998,10252,9239,478,204,274,406,144,262,72,61,12
New Jersey,1999,10406,9023,421,203,218,343,143,199,78,59,19
New Jersey,2000,10524,9217,395,210,186,329,149,180,67,61,6
New Jersey,2002,8736,10242,472,192,280,381,127,254,91,65,26
New Jersey,2004,11350,11171,477,202,274,341,141,200,135,61,75
New Jersey,2005,11478,11391,456,218,237,304,122,182,152,97,56
New Jersey,2006,11998,11899,501,228,273,326,121,205,175,107,68
New Jersey,2007,12979,11861,479,207,271,347,111,236,132,97,35
New Jersey,2008,11232,11985,490,213,277,353,109,244,138,104,33
New Jersey,2009,9823,12616,485,211,274,341,111,230,145,101,44
New Jersey,2010,12743,13115,512,206,306,351,108,243,161,99,63
New Jersey,2011,12990,12503,541,195,347,347,103,244,194,92,103
New Jersey,2012,11432,12306,498,184,314,294,97,198,203,87,116
New Jersey,2013,12244,12203,504,173,331,283,88,194,221,84,137
New Jersey,2014,12963,12296,553,184,368,329,103,226,223,81,142
New Jersey,2015,12329,12468,534,195,339,334,107,227,200,88,113
New Jersey,2016,11943,12632,538,198,340,333,105,228,205,93,112
New Jersey,2017,13154,12334,516,194,322,302,95,207,214,99,115
New Mexico,1977,5752,5047,495,251,244,495,251,244,0,0,0
New Mexico,1978,6283,5196,564,283,281,564,283,281,0,0,0
New Mexico,1979,6330,5573,675,273,402,675,273,402,0,0,0
New Mexico,1980,6366,5392,574,210,364,574,210,364,0,0,0
New Mexico,1981,6843,5448,554,259,295,554,259,295,0,0,0
New Mexico,1982,6991,5930,664,249,416,664,249,416,0,0,0
New Mexico,1983,7545,6291,700,262,438,700,262,438,0,0,0
New Mexico,1984,8128,6373,719,254,465,719,254,465,0,0,0
New Mexico,1985,7559,6370,644,282,362,644,282,362,0,0,0
New Mexico,1986,7850,6681,655,287,368,655,287,368,0,0,0
New Mexico,1987,7510,6570,698,254,444,698,254,444,0,0,0
New Mexico,1988,7480,6615,624,195,429,624,195,429,0,0,0
New Mexico,1989,7798,6761,722,259,463,722,259,463,0,0,0
New Mexico,1990,7656,6762,605,195,410,605,195,410,0,0,0
New Mexico,1991,7390,6649,548,188,360,548,188,360,0,0,0
New Mexico,1992,7797,7379,818,495,323,818,495,323,0,0,0
New Mexico,1993,7903,7453,997,522,475,997,522,475,0,0,0
New Mexico,1994,8075,7449,881,559,322,881,559,322,0,0,0
New Mexico,1995,8003,7597,829,581,248,829,581,248,0,0,0
New Mexico,1996,9046,7666,748,508,240,748,508,240,0,0,0
New Mexico,1997,8896,8014,729,494,235,729,494,235,0,0,0
New Mexico,1998,9628,8206,894,621,273,894,621,273,0,0,0
New Mexico,1999,9145,8608,921,644,278,921,644,278,0,0,0
New Mexico,2000,10218,8750,832,564,268,832,564,268,0,0,0
New Mexico,2002,8448,9318,840,494,345,840,494,345,0,0,0
New Mexico,2004,10192,9593,559,320,239,559,320,239,0,0,0
New Mexico,2005,10819,10021,631,334,297,631,334,297,0,0,0
New Mexico,2006,11442,10068,740,422,318,740,422,318,0,0,0
New Mexico,2007,12444,10757,787,322,465,787,322,465,0,0,0
New Mexico,2008,9323,11089,677,283,394,677,283,394,0,0,0
New Mexico,2009,7955,11876,791,281,510,791,281,510,0,0,0
New Mexico,2010,11977,12181,672,247,425,672,247,425,0,0,0
New Mexico,2011,12716,11550,621,236,386,621,236,386,0,0,0
New Mexico,2012,10097,10806,528,214,314,528,214,314,0,0,0
New Mexico,2013,11310,10607,540,221,319,540,221,319,0,0,0
New Mexico,2014,12412,10714,531,229,301,530,229,301,0,0,0
New Mexico,2015,11953,11829,662,224,437,661,224,437,1,1,0
New Mexico,2016,11417,11512,479,222,257,474,220,254,5,2,3
New Mexico,2017,12689,11828,433,222,211,428,220,209,5,3,2
New York,1977,9024,8720,331,204,128,304,182,122,27,22,6
New York,1978,8807,8338,357,206,151,329,184,145,28,22,6
New York,1979,8514,7937,384,199,185,357,178,179,27,21,5
New York,1980,8204,7754,366,186,180,340,167,173,26,19,7
New York,1981,8184,7795,399,176,223,369,156,213,30,20,10
New York,1982,8340,7978,366,195,171,339,176,163,27,19,8
New York,1983,8791,8282,398,212,186,366,189,177,32,23,9
New York,1984,9353,8641,380,205,175,349,181,167,31,23,8
New York,1985,10058,9148,417,208,209,382,186,196,35,22,13
New York,1986,10739,9542,450,219,231,416,197,219,34,23,12
New York,1987,11207,10078,460,220,241,423,196,226,38,23,14
New York,1988,11193,10395,458,218,240,421,194,227,37,24,13
New York,1989,11162,10800,489,231,258,443,200,242,47,31,16
New York,1990,11312,11164,499,232,267,448,199,249,51,32,19
New York,1991,11262,11702,526,230,296,467,197,270,59,34,26
New York,1992,12126,11903,489,221,268,427,186,241,62,35,27
New York,1993,12058,11981,459,219,239,408,185,223,50,34,17
New York,1994,12120,12149,510,219,290,435,184,251,75,35,40
New York,1995,12754,12424,513,208,305,448,174,274,65,34,31
New York,1996,12979,12211,500,207,292,431,173,258,69,35,34
New York,1997,13072,12131,496,203,294,424,165,259,73,37,35
New York,1998,13721,12308,499,207,291,435,169,265,64,38,26
New York,1999,13425,12540,511,196,315,442,158,285,68,38,30
New York,2000,14151,12874,512,198,314,444,160,284,68,38,30
New York,2002,12173,14135,504,210,294,441,169,272,63,41,22
New York,2004,15325,14846,556,229,327,477,182,294,79,46,33
New York,2005,15396,14882,580,226,353,490,180,309,90,46,44
New York,2006,16936,15183,554,240,314,465,193,272,89,47,42
New York,2007,17982,15439,583,235,347,476,187,289,107,48,59
New York,2008,14347,15542,574,248,326,464,194,270,110,55,56
New York,2009,10425,16531,611,272,339,504,215,289,107,57,49
New York,2010,18182,17120,618,266,351,510,212,298,108,55,53
New York,2011,18132,16808,620,268,352,476,197,280,143,71,73
New York,2012,16144,16538,560,247,313,448,178,270,112,69,43
New York,2013,17700,16650,527,230,297,407,163,244,120,67,53
New York,2014,19126,16452,554,247,307,393,178,215,161,70,91
New York,2015,17844,16842,587,259,327,390,186,204,197,73,123
New York,2016,17073,17013,611,253,359,407,180,227,204,73,132
New York,2017,19527,17781,610,247,364,405,170,235,205,76,128
North Carolina,1977,4857,4557,356,81,275,350,75,275,6,6,0
North Carolina,1978,4773,4476,407,157,250,404,153,250,4,4,0
North Carolina,1979,4810,4765,389,133,256,385,129,256,4,4,0
North Carolina,1980,4667,4467,354,146,208,351,143,208,3,3,0
North Carolina,1981,4578,4498,290,158,132,286,154,132,4,3,1
North Carolina,1982,4629,4464,263,163,99,259,160,99,4,3,0
North Carolina,1983,4843,4565,281,169,112,277,166,111,4,4,1
North Carolina,1984,5052,4530,287,173,114,283,169,113,4,3,1
North Carolina,1985,5566,5065,341,191,150,337,188,150,4,4,0
North Carolina,1986,5918,5479,347,201,146,343,197,146,4,4,0
North Carolina,1987,6230,5676,349,198,151,344,194,151,5,4,1
North Carolina,1988,6331,5838,391,194,197,386,190,196,5,4,1
North Carolina,1989,6403,6024,389,206,183,383,202,181,6,4,1
North Carolina,1990,6522,6255,425,198,227,419,193,226,6,5,1
North Carolina,1991,6439,6423,412,203,209,406,198,209,6,5,1
North Carolina,1992,6907,6563,402,195,207,397,191,206,5,4,1
North Carolina,1993,7038,6592,402,205,197,398,201,197,4,4,0
North Carolina,1994,7297,6720,422,210,212,417,207,210,5,4,1
North Carolina,1995,7463,7021,422,195,227,417,191,226,5,4,1
North Carolina,1996,7474,7077,400,135,265,396,131,264,4,4,0
North Carolina,1997,7787,7229,418,157,261,417,156,261,1,1,0
North Carolina,1998,9153,7505,442,177,265,438,173,265,4,4,0
North Carolina,1999,9083,7810,465,180,285,461,176,285,4,4,0
North Carolina,2000,8902,8126,464,187,277,460,183,277,4,4,0
North Carolina,2002,7953,8483,494,178,315,490,175,315,4,4,0
North Carolina,2004,9627,8600,526,207,319,523,204,319,4,4,0
North Carolina,2005,9344,8662,512,199,313,508,195,313,4,4,0
North Carolina,2006,9303,8628,456,196,260,451,192,260,5,5,0
North Carolina,2007,9827,8711,432,191,241,424,183,241,8,8,0
North Carolina,2008,9415,8810,435,193,243,430,187,243,5,5,0
North Carolina,2009,7026,9287,397,169,228,392,164,228,5,5,0
North Carolina,2010,10179,9387,397,178,219,391,173,218,5,5,1
North Carolina,2011,10600,9142,432,186,246,427,181,246,5,5,0
North Carolina,2012,9213,9234,429,165,264,424,160,264,5,5,0
North Carolina,2013,9761,9075,427,162,265,421,156,265,6,6,0
North Carolina,2014,9919,8734,432,162,270,426,157,269,6,5,1
North Carolina,2015,9146,8879,419,158,262,413,153,260,6,5,1
North Carolina,2016,9084,8946,429,149,280,423,144,278,6,4,2
North Carolina,2017,10023,8797,476,153,323,469,147,322,8,6,2
North Dakota,1977,6232,5949,943,370,573,943,370,573,0,0,0
North Dakota,1978,6203,5744,822,326,495,822,326,495,0,0,0
North Dakota,1979,5972,5796,923,315,608,923,315,608,0,0,0
North Dakota,1980,6287,5896,899,327,572,899,327,572,0,0,0
North Dakota,1981,6591,5634,732,299,433,732,299,433,0,0,0
North Dakota,1982,6569,5896,734,347,387,734,347,387,0,0,0
North Dakota,1983,6496,6034,660,325,335,660,325,335,0,0,0
North Dakota,1984,7101,6324,833,362,471,833,362,471,0,0,0
North Dakota,1985,7303,6697,911,367,544,911,367,544,0,0,0
North Dakota,1986,7031,6690,804,369,435,804,369,435,0,0,0
North Dakota,1987,6966,6935,742,356,387,742,356,387,0,0,0
North Dakota,1988,7030,6706,772,322,450,772,322,450,0,0,0
North Dakota,1989,7263,7071,764,347,417,764,347,417,0,0,0
North Dakota,1990,7267,7009,735,354,381,735,354,381,0,0,0
North Dakota,1991,7492,6913,702,335,367,702,335,367,0,0,0
North Dakota,1992,7466,7434,785,366,418,785,366,418,0,0,0
North Dakota,1993,7817,7468,713,359,354,713,359,354,0,0,0
North Dakota,1994,7903,7298,753,353,400,753,353,400,0,0,0
North Dakota,1995,8134,7499,853,389,465,853,389,465,0,0,0
North Dakota,1996,8261,7105,676,348,328,676,348,328,0,0,0
North Dakota,1997,8908,7747,678,396,282,678,396,282,0,0,0
North Dakota,1998,9765,8271,957,436,522,957,436,522,0,0,0
North Dakota,1999,9343,8640,942,528,414,942,528,414,0,0,0
North Dakota,2000,9967,8959,998,404,594,998,404,594,0,0,0
North Dakota,2002,9024,8947,983,441,542,983,441,542,0,0,0
North Dakota,2004,13143,9144,1009,450,559,1009,450,559,0,0,0
North Dakota,2005,10178,9314,1014,386,629,1014,386,629,0,0,0
North Dakota,2006,10807,9222,1073,383,690,1073,383,690,0,0,0
North Dakota,2007,11451,9426,1070,391,679,1070,391,679,0,0,0
North Dakota,2008,11388,9714,1069,396,673,1069,396,673,0,0,0
North Dakota,2009,10325,10433,1207,491,716,1207,491,716,0,0,0
North Dakota,2010,13146,11239,1414,586,829,1414,586,829,0,0,0
North Dakota,2011,15394,11450,1552,648,904,1551,647,904,0,0,0
North Dakota,2012,14458,12160,2014,682,1332,2014,682,1332,0,0,0
North Dakota,2013,16513,12222,1935,609,1325,1935,609,1325,0,0,0
North Dakota,2014,17452,12956,2364,745,1619,2364,745,1619,0,0,0
North Dakota,2015,16907,13865,2289,725,1563,2275,718,1557,14,8,7
North Dakota,2016,13439,14613,2455,843,1612,2452,841,1612,3,3,0
North Dakota,2017,14400,14311,2305,926,1380,2277,897,1379,29,28,0
Ohio,1977,5479,5280,348,170,177,338,164,174,9,6,3
Ohio,1978,5603,5238,353,176,176,342,169,172,11,7,4
Ohio,1979,5628,5114,343,160,183,334,153,181,10,7,3
Ohio,1980,5371,5180,325,147,178,315,141,174,10,7,3
Ohio,1981,5511,5314,301,157,144,291,151,140,11,6,5
Ohio,1982,5640,5282,295,162,133,284,156,128,11,6,5
Ohio,1983,6161,5529,315,174,141,303,167,136,12,7,5
Ohio,1984,6252,5587,400,175,225,387,169,218,14,7,7
Ohio,1985,6704,5815,365,184,180,347,178,170,17,7,11
Ohio,1986,7104,6142,397,193,204,381,186,195,16,7,9
Ohio,1987,7287,6346,383,198,185,369,191,178,14,7,7
Ohio,1988,7228,6420,386,183,203,368,176,193,17,7,10
Ohio,1989,7366,6495,370,181,189,355,174,180,16,7,9
Ohio,1990,7344,6645,369,180,189,352,173,180,17,7,9
Ohio,1991,7617,6923,412,182,230,397,175,222,15,7,8
Ohio,1992,7895,7285,428,180,248,412,173,239,16,7,8
Ohio,1993,8481,7313,396,177,219,383,170,213,13,7,7
Ohio,1994,8627,7492,393,178,215,380,171,210,13,7,6
Ohio,1995,8874,7608,402,187,215,386,179,207,16,8,8
Ohio,1996,8968,7648,392,198,194,375,188,186,17,9,8
Ohio,1997,8978,7720,422,194,228,394,186,208,29,9,20
Ohio,1998,9380,7999,441,192,249,407,183,223,34,9,25
Ohio,1999,9748,8239,461,194,268,426,185,241,36,9,27
Ohio,2000,10031,8570,495,199,296,465,189,276,30,10,20
Ohio,2002,8477,9657,489,219,270,459,209,251,29,10,19
Ohio,2004,11930,10132,464,216,249,446,205,241,19,11,8
Ohio,2005,11222,10070,483,222,261,465,211,254,18,11,7
Ohio,2006,11479,10331,491,224,267,475,213,262,16,11,5
Ohio,2007,12503,10294,484,218,266,468,207,261,16,11,5
Ohio,2008,9977,10160,471,217,254,453,206,247,17,11,6
Ohio,2009,5942,10707,489,232,257,472,221,251,17,11,6
Ohio,2010,12010,11090,469,214,254,450,203,247,19,11,8
Ohio,2011,12483,10888,474,223,251,455,212,243,19,11,8
Ohio,2012,10010,10426,491,210,281,463,200,263,28,10,18
Ohio,2013,11487,10277,464,198,266,437,188,249,27,10,17
Ohio,2014,12090,10455,481,197,284,452,187,265,30,10,19
Ohio,2015,10980,10814,524,220,304,496,210,287,28,10,18
Ohio,2016,10314,11024,526,215,311,499,205,295,27,10,17
Ohio,2017,12127,11124,522,200,321,488,189,299,34,11,22
Oklahoma,1977,4909,4595,434,225,209,424,215,209,10,10,0
Oklahoma,1978,5106,4548,420,219,200,411,211,200,9,9,0
Oklahoma,1979,5036,4708,453,225,228,444,216,228,9,9,0
Oklahoma,1980,4973,4775,444,206,238,436,198,237,9,8,1
Oklahoma,1981,5196,4810,453,211,242,445,203,242,8,8,0
Oklahoma,1982,5653,5147,398,211,187,389,202,187,9,9,0
Oklahoma,1983,5198,5042,435,214,221,426,205,220,10,9,1
Oklahoma,1984,5510,5301,411,212,199,404,204,199,8,7,0
Oklahoma,1985,5944,5491,445,218,227,435,209,227,9,9,0
Oklahoma,1986,6146,5934,483,220,263,474,211,263,9,9,0
Oklahoma,1987,5936,5795,451,207,245,443,199,244,8,8,0
Oklahoma,1988,6231,5738,465,201,264,456,192,264,9,9,0
Oklahoma,1989,6407,5837,479,220,259,464,211,253,15,9,5
Oklahoma,1990,6286,5805,463,231,232,448,221,227,15,10,5
Oklahoma,1991,6348,6085,524,217,307,430,206,224,94,11,83
Oklahoma,1992,6422,6346,517,210,307,411,196,215,106,14,92
Oklahoma,1993,6477,6278,416,206,210,382,191,191,34,15,19
Oklahoma,1994,6673,6252,396,198,198,368,183,185,28,15,12
Oklahoma,1995,6636,6424,410,197,212,377,182,195,33,16,18
Oklahoma,1996,7014,6346,442,199,243,403,184,220,38,15,23
Oklahoma,1997,7293,6411,426,202,224,393,187,205,33,14,19
Oklahoma,1998,7679,6502,442,209,233,413,196,217,30,14,16
Oklahoma,1999,7465,6713,481,211,270,436,195,240,45,15,30
Oklahoma,2000,7731,6577,578,218,360,457,202,256,121,16,105
Oklahoma,2002,7483,8113,603,240,363,500,222,278,103,18,85
Oklahoma,2004,8870,7719,476,236,241,447,217,230,29,19,10
Oklahoma,2005,8684,7797,468,255,213,434,237,197,34,18,16
Oklahoma,2006,9067,8120,507,262,245,476,242,234,30,20,11
Oklahoma,2007,9818,8469,566,262,304,508,241,267,58,20,37
Oklahoma,2008,8326,8524,616,264,352,574,243,331,42,21,21
Oklahoma,2009,8110,9257,650,232,418,606,210,396,45,22,22
Oklahoma,2010,9849,9370,664,221,443,627,200,427,37,20,17
Oklahoma,2011,10219,8857,696,233,463,659,213,446,37,20,17
Oklahoma,2012,9074,8746,648,237,411,589,213,376,58,24,35
Oklahoma,2013,9748,8744,597,229,368,540,206,334,57,23,34
Oklahoma,2014,10202,8859,634,242,392,555,221,334,79,21,58
Oklahoma,2015,9191,8886,679,232,447,572,210,361,108,22,86
Oklahoma,2016,8540,8980,667,267,400,603,246,358,64,21,43
Oklahoma,2017,9627,8851,654,254,400,581,231,350,73,23,50
Oregon,1977,7185,6690,441,237,204,441,237,204,0,0,0
Oregon,1978,7372,6975,475,263,212,475,263,212,0,0,0
Oregon,1979,7247,6593,488,253,235,488,253,235,0,0,0
Oregon,1980,7090,6532,533,212,321,533,212,321,0,0,0
Oregon,1981,6992,6609,502,206,295,502,206,295,0,0,0
Oregon,1982,6740,6679,489,226,264,489,225,264,0,0,0
Oregon,1983,7003,6798,417,200,217,416,200,217,0,0,0
Oregon,1984,7186,6793,426,186,240,426,186,240,0,0,0
Oregon,1985,7522,6890,472,183,289,472,183,289,0,0,0
Oregon,1986,7650,7084,460,189,270,459,189,270,1,1,0
Oregon,1987,8188,7135,503,204,299,502,203,299,1,1,0
Oregon,1988,7916,7153,425,221,205,424,220,205,1,1,0
Oregon,1989,8008,7280,461,205,256,461,205,256,0,0,0
Oregon,1990,8554,7308,451,187,264,451,187,264,0,0,0
Oregon,1991,8176,7569,503,203,300,503,203,300,0,0,0
Oregon,1992,8972,8050,461,208,254,461,207,254,0,0,0
Oregon,1993,9063,8083,485,236,249,485,236,249,0,0,0
Oregon,1994,8798,8016,506,249,257,505,249,257,0,0,0
Oregon,1995,9636,8604,523,285,238,523,285,238,0,0,0
Oregon,1996,10645,8881,516,276,240,516,276,240,0,0,0
